Time;Long;Lat;Height;H2S;SO2
31/10/2017 17:31:15;-61.6624400;16.0434600;1.8;34.03626;0.569628606899641
31/10/2017 17:31:17;-61.6624400;16.0434400;1.8;29.38407;0.627434189547785
31/10/2017 17:31:19;-61.6624500;16.0434300;1.8;22.10475;0.526894299895503
31/10/2017 17:31:21;-61.6624600;16.0434200;1.8;15.76408;0.08094423415605
31/10/2017 17:31:23;-61.6624600;16.0434100;1.8;12.5835;0.356422302196734
31/10/2017 17:31:25;-61.6624700;16.0434000;1.8;16.01757;0.359044889803044
31/10/2017 17:31:27;-61.6624800;16.0433900;1.8;22.41456;0.883112767827697
31/10/2017 17:31:29;-61.6624900;16.0433800;1.8;42.63332;0.844321370939724
31/10/2017 17:31:31;-61.6624900;16.0433800;1.8;43.1779;0.925987860537134
31/10/2017 17:31:33;-61.6624900;16.0433800;1.8;39.2274;0.315615395898931
31/10/2017 17:31:35;-61.6624900;16.0433800;1.8;34.63174;0.904095283825882
31/10/2017 17:31:37;-61.6624900;16.0433800;1.8;39.28704;0.858741015312262
31/10/2017 17:31:39;-61.6625100;16.0433700;1.8;47.67378;0.227480351109989
31/10/2017 17:31:41;-61.6625100;16.0433600;1.8;45.91508;0.312793611665256
31/10/2017 17:31:43;-61.6625200;16.0433400;1.8;37.81238;0.030871061026119
31/10/2017 17:31:45;-61.6625200;16.0433400;1.8;29.54565;0.23558368824888
31/10/2017 17:31:47;-61.6625200;16.0433200;1.8;24.95123;0.910648527904414
31/10/2017 17:31:49;-61.6625200;16.0433000;1.8;24.23916;0.211682933499105
31/10/2017 17:31:51;-61.6625200;16.0432900;1.8;23.01756;0.342610175837763
31/10/2017 17:31:53;-61.6625200;16.0432700;1.8;16.85603;0.425397646729834
31/10/2017 17:31:55;-61.6625300;16.0432500;1.8;14.99094;0.553054630639963
31/10/2017 17:31:57;-61.6625300;16.0432400;1.8;22.45085;0.320724223158322
31/10/2017 17:31:59;-61.6625300;16.0432300;1.8;31.32407;0.189829974551685
31/10/2017 17:32:01;-61.6625400;16.0432200;1.8;38.05474;0.504870303557254
31/10/2017 17:32:03;-61.6625400;16.0432000;1.8;41.65203;0.251545672887005
31/10/2017 17:32:05;-61.6625400;16.0431900;1.8;42.81013;0.568028970505111
31/10/2017 17:32:07;-61.6625500;16.0431700;1.8;38.88521;0.877081033890136
31/10/2017 17:32:09;-61.6625400;16.0431500;1.8;27.89524;0.963571857311763
31/10/2017 17:32:11;-61.6625400;16.0431400;1.8;21.89391;0.693416713154875
31/10/2017 17:32:13;-61.6625300;16.0431200;1.8;17.89954;0.813558363704942
31/10/2017 17:32:15;-61.6625400;16.0431100;1.8;15.32954;0.038731529260986
31/10/2017 17:32:17;-61.6625400;16.0431000;1.8;14.70914;0.12291613582056
31/10/2017 17:32:19;-61.6625400;16.0430900;1.8;14.69391;0.150393412564881
31/10/2017 17:32:21;-61.6625400;16.0430800;1.8;15.92377;0.193618340766989
31/10/2017 17:32:23;-61.6625400;16.0430800;1.8;16.76275;0.147857989533804
31/10/2017 17:32:25;-61.6625400;16.0430800;1.8;16.93649;0.250901772989891
31/10/2017 17:32:27;-61.6625400;16.0430800;1.8;17.43557;0.214522734400816
31/10/2017 17:32:29;-61.6625400;16.0430800;1.8;20.69361;0.87718175270129
31/10/2017 17:32:31;-61.6625400;16.0430900;1.8;22.27703;0.201978857512586
31/10/2017 17:32:33;-61.6625400;16.0430900;1.8;23.67777;0.174962611752562
31/10/2017 17:32:35;-61.6625400;16.0431100;1.8;25.13349;0.127610071911477
31/10/2017 17:32:37;-61.6625400;16.0431200;1.8;21.70215;0.48691845999565
31/10/2017 17:32:39;-61.6625400;16.0431300;1.8;17.04516;0.10051702905912
31/10/2017 17:32:41;-61.6625400;16.0431400;1.8;14.94235;0.427133607328869
31/10/2017 17:32:43;-61.6625400;16.0431500;1.8;20.33187;0.240941225201823
31/10/2017 17:32:45;-61.6625400;16.0431600;1.8;27.48255;0.853418887942098
31/10/2017 17:32:47;-61.6625400;16.0431700;1.8;28.0065;0.357745205168612
31/10/2017 17:32:49;-61.6625400;16.0431700;1.8;25.47352;0.691453445353545
31/10/2017 17:32:51;-61.6625400;16.0431800;1.8;21.80629;0.606007255031727
31/10/2017 17:32:53;-61.6625400;16.0431800;1.8;19.07094;0.004972945083864
31/10/2017 17:32:55;-61.6625400;16.0432000;1.8;18.69907;0.219171789125539
31/10/2017 17:32:57;-61.6625500;16.0432100;1.8;16.47544;0.459883064846508
31/10/2017 17:32:59;-61.6625500;16.0432200;1.8;17.89961;0.038573237950914
31/10/2017 17:33:01;-61.6625500;16.0432300;1.8;21.69934;0.127979368553497
31/10/2017 17:33:03;-61.6625600;16.0432400;1.8;28.95891;0.349352514254861
31/10/2017 17:33:05;-61.6625600;16.0432600;1.8;38.03203;0.89554715633858
31/10/2017 17:33:07;-61.6625600;16.0432700;1.8;36.48257;0.75544656009879
31/10/2017 17:33:09;-61.6625600;16.0432800;1.8;34.5021;0.734311036183499
31/10/2017 17:33:11;-61.6625600;16.0432900;1.8;38.81988;0.818247549585067
31/10/2017 17:33:13;-61.6625600;16.0433100;1.8;46.31754;0.051180194248445
31/10/2017 17:33:15;-61.6625600;16.0433200;1.8;42.74833;0.251134383608587
31/10/2017 17:33:17;-61.6625600;16.0433300;1.8;33.85292;0.015561428735964
31/10/2017 17:33:19;-61.6625600;16.0433500;1.8;25.22564;0.889573897351511
31/10/2017 17:33:21;-61.6625600;16.0433700;1.8;17.87353;0.644980619777925
31/10/2017 17:33:23;-61.6625600;16.0433800;1.8;14.3685;0.973088533733971
31/10/2017 17:33:25;-61.6625500;16.0433900;1.8;12.8211;0.183568191132508
31/10/2017 17:33:27;-61.6625500;16.0434000;1.8;16.66316;0.219370032777078
31/10/2017 17:33:29;-61.6625500;16.0434000;1.8;18.81156;0.141142088104971
31/10/2017 17:33:31;-61.6625500;16.0434000;1.8;16.5884;0.184132962604053
31/10/2017 17:33:33;-61.6625500;16.0434000;1.8;15.21723;0.581494609476067
31/10/2017 17:33:35;-61.6625500;16.0434000;1.8;14.15249;0.736690198420547
31/10/2017 17:33:37;-61.6625500;16.0434000;1.8;13.76102;0.356148256803863
31/10/2017 17:33:39;-61.6625500;16.0434000;1.8;16.642;0.140284061315469
31/10/2017 17:33:41;-61.6625400;16.0434100;1.8;22.5253;0.170420926413499
31/10/2017 17:33:43;-61.6625300;16.0434100;1.8;25.5067;0.1904672406381
31/10/2017 17:33:45;-61.6625300;16.0434100;1.8;24.68808;0.673854410764761
31/10/2017 17:33:47;-61.6625200;16.0434200;1.8;24.24253;0.795101656229235
31/10/2017 17:33:49;-61.6625100;16.0434300;1.8;27.42955;0.008732154848985
31/10/2017 17:33:51;-61.6624900;16.0434500;1.8;29.1696;0.941663567093201
31/10/2017 17:33:53;-61.6624900;16.0434500;1.8;25.36323;0.913217526278459
31/10/2017 17:33:55;-61.6624900;16.0434600;1.8;21.61801;0.167584073846228
31/10/2017 17:33:57;-61.6624800;16.0434600;1.8;17.59596;0.507575782830827
31/10/2017 17:33:59;-61.6624800;16.0434700;1.8;15.78403;0.042025499627926
31/10/2017 17:34:01;-61.6624800;16.0434800;1.8;15.42075;0.916463703266345
31/10/2017 17:34:03;-61.6624700;16.0434800;1.8;17.97238;0.701042091823183
31/10/2017 17:34:05;-61.6624700;16.0435000;1.8;17.92277;0.584982312400825
31/10/2017 17:34:07;-61.6624600;16.0435000;1.8;15.95637;0.122531890519895
31/10/2017 17:34:09;-61.6624400;16.0435100;1.8;20.22383;0.388259712723084
31/10/2017 17:34:11;-61.6624400;16.0435000;1.8;24.07631;0.770551061606966
31/10/2017 17:34:13;-61.6624400;16.0435000;1.8;23.2867;0.910192053415813
31/10/2017 17:34:15;-61.6624400;16.0435000;1.8;24.37428;0.516301974537782
31/10/2017 17:34:17;-61.6624400;16.0435000;1.8;24.74936;0.81935118639376
31/10/2017 17:34:19;-61.6624400;16.0435100;1.8;24.9466;0.381690030335449
31/10/2017 17:34:21;-61.6624400;16.0435100;1.8;28.45037;0.184609272400849
31/10/2017 17:34:23;-61.6624400;16.0435100;1.8;31.83024;0.435334851848893
31/10/2017 17:34:25;-61.6624400;16.0435200;1.8;29.64342;0.088032382889651
