Date;CO2;SO2;Rh;Tair;P;Latitude;Longitude;Elevation
27/11/2012 13:57:59;360.62;91.756;35.525;14.905;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:58:01;362.92;96.423;35.106;14.91;706.67;-25.1541120373;-68.5242610238;4998.99
27/11/2012 13:58:03;360.47;82.5;32.912;14.914;706.64;-25.1541120373;-68.5242610238;4998.99
27/11/2012 13:58:05;353.43;66.346;31.281;14.914;706.67;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:07;347.4;56.263;29.86;14.919;706.67;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:09;341.51;53.776;29.608;14.924;706.69;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:11;337.91;53.026;29.393;14.929;706.67;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:13;335.61;54.647;29.627;14.938;706.67;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:15;334.61;59;30.199;14.943;706.67;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:17;335.9;65.103;30.752;14.953;706.75;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:19;334.46;64.442;30.676;14.948;706.67;-25.154108014;-68.5242610238;4998.51
27/11/2012 13:58:21;334.32;66.295;31.577;14.953;706.67;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:23;336.76;72.814;32.211;14.957;706.67;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:25;335.61;67.269;30.68;14.962;706.67;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:27;326.27;52.801;28.721;14.957;706.67;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:29;319.09;43.487;27.447;14.967;706.69;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:31;314.49;40.147;26.689;14.967;706.67;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:33;308.17;37.16;25.716;14.967;706.67;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:35;305.01;34.064;24.801;14.986;706.72;-25.154108014;-68.5242610238;4998.99
27/11/2012 13:58:37;298.54;30.353;23.79;14.981;706.64;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:39;292.5;26.481;22.688;14.986;706.67;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:41;283.88;24.288;22.765;14.981;706.64;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:43;285.46;35.365;24.796;14.991;706.69;-25.154108014;-68.5242610238;4999.47
27/11/2012 13:58:45;290.35;54.577;27.881;15.005;706.75;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:58:47;297.39;67.571;29.174;15.005;706.67;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:58:49;298.4;64.628;29.517;15;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:58:51;300.98;64.731;30.742;15;706.64;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:58:53;307.16;73.449;32.326;15.015;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:58:55;314.63;78.673;32.798;15.024;706.72;-25.1541120373;-68.5242610238;4998.99
27/11/2012 13:58:57;315.78;71.128;31.787;15.029;706.72;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:58:59;316.36;67.026;32.383;15.024;706.64;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:01;323.83;76.756;34.08;15.038;706.67;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:03;336.62;95.744;36.589;15.038;706.56;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:05;355.59;115.07;38.725;15.043;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:07;372.4;123.88;39.812;15.048;706.64;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:09;378.15;123.41;40.475;15.053;706.61;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:11;384.33;126.73;41.267;15.062;706.67;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:13;393.81;130.58;42.044;15.062;706.64;-25.1541120373;-68.5242610238;4998.99
27/11/2012 13:59:15;400.85;133.31;42.578;15.062;706.61;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:17;404.59;125.78;41.638;15.072;706.64;-25.1541120373;-68.5242610238;4998.99
27/11/2012 13:59:19;407.89;124.06;42.225;15.077;706.61;-25.1541120373;-68.5242610238;4998.99
27/11/2012 13:59:21;409.62;122.79;41.071;15.091;706.69;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:23;408.18;109.89;39.784;15.081;706.67;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:25;407.18;102.99;38.987;15.091;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:27;403.15;97.045;38.134;15.091;706.64;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:29;402.15;98.122;39.044;15.091;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:31;410.19;123.92;41.782;15.096;706.61;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:33;434.19;134.1;42.182;15.11;706.64;-25.1541120373;-68.5242610238;5000.44
27/11/2012 13:59:35;428.16;107.19;39.555;15.124;706.67;-25.1541120373;-68.5242610238;5000.92
27/11/2012 13:59:37;424.28;97.25;38.682;15.11;706.58;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:39;419.82;93.141;37.409;15.129;706.69;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:41;410.48;83.705;35.444;15.129;706.64;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:43;396.4;71.006;33.375;15.129;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:45;382.89;64.019;32.097;15.129;706.61;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:47;372.26;61.955;30.981;15.129;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:49;359.32;56.878;29.77;15.134;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:51;353.72;56.513;29.65;15.143;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:53;349.98;60.513;29.736;15.143;706.72;-25.1541120373;-68.5242610238;4999.47
27/11/2012 13:59:55;347.68;62.801;29.526;15.158;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 13:59:57;345.39;60.724;29.627;15.167;706.78;-25.1541120373;-68.5242610238;5000.44
27/11/2012 13:59:59;345.24;74.256;31.935;15.162;706.69;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:00:01;347.11;88.744;33.77;15.148;706.58;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:03;352.14;95.282;35.129;15.162;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:05;348.69;91.808;34.572;15.172;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:07;348.55;80.404;33.151;15.172;706.67;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:00:09;348.69;71.763;32.712;15.181;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:11;347.25;72.75;33.155;15.167;706.64;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:00:13;344.95;66.513;31.701;15.181;706.67;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:00:15;339.21;54.494;30.618;15.191;706.72;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:00:17;336.62;57.641;30.886;15.186;706.64;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:00:19;335.47;58.891;30.795;15.191;706.64;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:00:21;335.76;62.115;31.148;15.196;706.67;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:00:23;335.47;61.968;30.924;15.196;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:25;332.02;59.468;30.285;15.191;706.58;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:00:27;331.88;56.468;30.442;15.201;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:29;328.86;59.679;31.162;15.215;706.72;-25.1541120373;-68.5242610238;4999.47
27/11/2012 14:00:31;328.57;60.641;31.033;15.21;706.61;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:00:33;326.42;56.058;30.413;15.215;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:35;320.53;45.346;29.169;15.229;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:37;309.46;33.673;27.343;15.224;706.61;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:39;297.25;24.994;26.303;15.224;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:41;291.35;21.032;26.375;15.234;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:43;287.76;19.135;26.06;15.229;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:45;279.71;17.16;25.235;15.243;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:47;273.82;14.423;24.353;15.248;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:49;267.64;13.006;24.195;15.234;706.61;-25.1541120373;-68.5242610238;4999.47
27/11/2012 14:00:51;265.35;15.712;24.076;15.239;706.69;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:53;264.05;23.224;24.901;15.248;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:55;264.34;33.442;25.483;15.253;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:57;266.64;38.353;26.332;15.258;706.64;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:00:59;270.37;44.827;27.505;15.263;706.69;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:01:01;273.54;52.353;28.63;15.263;706.61;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:01:03;276.27;54.699;28.954;15.277;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:01:05;279.43;52.936;28.353;15.282;706.67;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:01:07;277.27;47.949;28.02;15.286;706.72;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:01:09;278.57;46.942;27.939;15.291;706.67;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:11;280.86;54.372;29.412;15.286;706.69;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:13;288.62;67.84;30.647;15.291;706.67;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:15;293.8;71.244;31.143;15.301;706.67;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:17;302.28;74.051;31.811;15.301;706.67;-25.1541120373;-68.5242610238;5001.4
27/11/2012 14:01:19;309.89;77.968;32.254;15.31;706.75;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:21;309.89;76.654;32.64;15.315;706.72;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:23;313.34;77.897;33.165;15.32;706.69;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:25;313.2;75.744;32.669;15.315;706.64;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:27;314.35;72.679;32.626;15.32;706.64;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:29;315.78;72.5;32.34;15.334;706.72;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:31;317.94;71.237;32.225;15.334;706.69;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:33;319.09;73.071;32.755;15.334;706.67;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:35;326.42;86.256;35.053;15.348;706.75;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:37;339.49;104.72;36.021;15.358;706.72;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:39;346.39;107.65;37.228;15.348;706.64;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:41;359.47;118.72;38.496;15.358;706.72;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:43;368.95;121.53;38.706;15.367;706.72;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:45;376.28;116.82;38.801;15.372;706.72;-25.1541120373;-68.5242610238;5000.44
27/11/2012 14:01:47;382.17;118.85;39.626;15.377;706.69;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:49;391.23;127.96;40.532;15.372;706.67;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:51;396.25;122.74;39.679;15.377;706.61;-25.1541120373;-68.5242610238;4999.95
27/11/2012 14:01:53;397.55;112.64;39.507;15.386;706.67;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:55;397.26;109.33;39.288;15.386;706.67;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:57;397.55;107.99;39.984;15.396;706.69;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:01:59;399.85;112.54;39.602;15.406;706.72;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:02:01;396.4;104.96;38.057;15.401;706.69;-25.1541120373;-68.5242610238;5000.92
27/11/2012 14:02:03;395.1;99.032;37.852;15.406;706.67;-25.1541139651;-68.5242539831;5000.44
27/11/2012 14:02:05;402;108.63;38.877;15.406;706.69;-25.1541139651;-68.5242539831;5001.88
27/11/2012 14:02:07;405.88;119.72;39.555;15.42;706.72;-25.1541100256;-68.5242539831;5001.4
27/11/2012 14:02:09;407.03;115.24;38.281;15.415;706.72;-25.154108014;-68.5242539831;5000.44
27/11/2012 14:02:11;404.59;97.231;36.26;15.42;706.69;-25.154108014;-68.5242539831;5000.44
27/11/2012 14:02:13;397.69;84.051;35.106;15.429;706.69;-25.154108014;-68.5242539831;5000.44
27/11/2012 14:02:15;392.66;78.179;34.386;15.429;706.67;-25.1541060023;-68.5242539831;5000.44
27/11/2012 14:02:17;389.36;77.487;34.037;15.429;706.72;-25.1541060023;-68.5242539831;5000.44
27/11/2012 14:02:19;381.88;74.788;33.227;15.425;706.64;-25.1541039906;-68.5242389794;5000.92
27/11/2012 14:02:21;378.58;69.75;32.492;15.439;706.69;-25.154101979;-68.5242310166;5000.92
27/11/2012 14:02:23;375.99;68.103;31.687;15.439;706.72;-25.154095022;-68.52422297;5000.44
27/11/2012 14:02:25;369.96;60.481;30.18;15.444;706.69;-25.1540869754;-68.5242000036;5000.44
27/11/2012 14:02:27;361.77;54.686;29.412;15.448;706.72;-25.1540790126;-68.5242000036;4999.95
27/11/2012 14:02:29;353.43;52.756;28.854;15.453;706.72;-25.1540790126;-68.5242000036;5000.92
27/11/2012 14:02:31;349.7;54.333;29.24;15.448;706.67;-25.1540790126;-68.5242000036;5000.44
27/11/2012 14:02:33;347.54;58.365;29.941;15.458;706.75;-25.1540790126;-68.5242000036;5000.44
27/11/2012 14:02:35;345.1;61.321;30.494;15.458;706.69;-25.1540790126;-68.5242000036;5000.44
27/11/2012 14:02:37;342.8;60.987;30.48;15.463;706.69;-25.1540790126;-68.5242000036;5000.44
27/11/2012 14:02:39;341.51;58.596;30.418;15.468;706.69;-25.1540780067;-68.5241929628;5000.44
27/11/2012 14:02:41;338.92;58.769;30.452;15.472;706.64;-25.1540660206;-68.5241929628;5000.92
27/11/2012 14:02:43;337.91;57.788;29.398;15.468;706.69;-25.1540550403;-68.524185;4999.95
27/11/2012 14:02:45;335.47;53.378;28.573;15.477;706.67;-25.1540530287;-68.524185;4999.47
27/11/2012 14:02:47;331.3;51.256;27.905;15.487;706.72;-25.1540530287;-68.524185;4999.47
27/11/2012 14:02:49;331.16;51.417;27.896;15.491;706.75;-25.154051017;-68.524185;4999.95
27/11/2012 14:02:51;328.43;57.013;28.158;15.491;706.69;-25.154051017;-68.524185;4999.95
27/11/2012 14:02:53;327.42;60.622;28.291;15.491;706.67;-25.1540390309;-68.524185;4999.95
27/11/2012 14:02:55;327.57;66.019;29.274;15.501;706.72;-25.1540360134;-68.524185;4998.99
27/11/2012 14:02:57;327.42;68.026;28.73;15.501;706.69;-25.1540360134;-68.524185;5000.44
27/11/2012 14:02:59;321.53;55.667;27.195;15.506;706.69;-25.1540299784;-68.524185;4999.95
27/11/2012 14:03:01;314.49;45.532;26.136;15.51;706.75;-25.1540179923;-68.5241779592;4998.99
27/11/2012 14:03:03;310.61;41.173;25.473;15.51;706.67;-25.1540050004;-68.5241699964;4998.99
27/11/2012 14:03:05;308.31;41.506;25.159;15.52;706.69;-25.1539899968;-68.5241620336;4998.99
27/11/2012 14:03:07;303.57;40.083;24.539;15.515;706.67;-25.153982034;-68.5241620336;4998.99
27/11/2012 14:03:09;296.38;34.481;23.394;15.534;706.75;-25.1539709698;-68.5241620336;4998.51
27/11/2012 14:03:11;286.47;27.16;22.088;15.53;706.75;-25.1539650187;-68.5241620336;4998.51
27/11/2012 14:03:13;280.43;22.705;21.239;15.525;706.67;-25.153963007;-68.5241549928;4998.51
27/11/2012 14:03:15;278.42;23.936;21.005;15.53;706.72;-25.1539589837;-68.5241549928;4998.03
27/11/2012 14:03:17;273.68;25.788;20.972;15.539;706.69;-25.1539540384;-68.5241549928;4999.47
27/11/2012 14:03:19;271.38;26.212;20.962;15.544;706.69;-25.1539439801;-68.52414703;4999.95
27/11/2012 14:03:21;270.23;28.686;21.492;15.549;706.72;-25.1539439801;-68.52414703;4999.47
27/11/2012 14:03:23;270.23;33.506;21.83;15.549;706.72;-25.1539439801;-68.5241389833;4998.99
27/11/2012 14:03:25;270.23;33.397;21.473;15.558;706.75;-25.1539340056;-68.5241320264;4999.95
27/11/2012 14:03:27;270.52;35.923;22.717;15.568;706.75;-25.153925037;-68.5241089761;4998.99
27/11/2012 14:03:29;274.69;52.013;24.51;15.558;706.69;-25.153925037;-68.5241089761;4999.47
27/11/2012 14:03:31;277.13;56.474;24.648;15.568;706.67;-25.153925037;-68.5241089761;4999.47
27/11/2012 14:03:33;282.01;62.891;26.928;15.587;706.72;-25.153925037;-68.5241089761;4998.51
27/11/2012 14:03:35;299.83;84.545;28.806;15.577;706.72;-25.153925037;-68.5241089761;4999.95
27/11/2012 14:03:37;332.16;112.61;32.225;15.587;706.72;-25.153925037;-68.5241089761;5000.44
27/11/2012 14:03:39;358.17;131.38;34.653;15.596;706.67;-25.153925037;-68.5241089761;4999.95
27/11/2012 14:03:41;359.18;107.87;33.885;15.596;706.69;-25.153925037;-68.5241089761;4998.99
27/11/2012 14:03:43;364.07;102.19;34.943;15.596;706.67;-25.153925037;-68.5241089761;4999.47
27/11/2012 14:03:45;388.93;131.4;37.867;15.606;706.67;-25.1539230254;-68.5241170228;4999.95
27/11/2012 14:03:47;429.31;106.65;37.518;15.625;706.69;-25.1539230254;-68.5241170228;4998.99
27/11/2012 14:03:49;415.22;77.237;34.181;15.625;706.72;-25.1539230254;-68.5241170228;4998.99
27/11/2012 14:03:51;396.4;61.603;32.216;15.639;706.75;-25.1539230254;-68.5241170228;4999.47
27/11/2012 14:03:53;384.76;59.16;30.475;15.644;706.78;-25.1539230254;-68.5241170228;4999.47
27/11/2012 14:03:55;369.24;51.064;28.21;15.644;706.75;-25.1539230254;-68.5241170228;4999.47
27/11/2012 14:03:57;342.8;38.385;25.788;15.644;706.75;-25.1539230254;-68.5241170228;4991.78
27/11/2012 14:03:59;325.12;30.968;24.424;15.649;706.69;-25.1539230254;-68.5241170228;4996.11
27/11/2012 14:04:01;315.35;35.141;24.62;15.649;706.72;-25.1539230254;-68.5241170228;4998.99
27/11/2012 14:04:03;320.09;59.051;27.638;15.654;706.69;-25.1539230254;-68.5241170228;4998.03
27/11/2012 14:04:05;333.17;82.923;29.636;15.654;706.69;-25.1539149787;-68.5241089761;4999.95
27/11/2012 14:04:07;335.47;82.186;29.76;15.654;706.69;-25.1539149787;-68.5241089761;4998.03
27/11/2012 14:04:09;335.76;72.712;29.841;15.668;706.69;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:11;335.9;75.128;30.371;15.677;706.78;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:13;335.61;70.647;29.798;15.677;706.72;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:15;332.31;60.59;28.668;15.687;706.72;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:17;322.68;49.551;27.185;15.687;706.67;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:19;310.75;39.442;25.836;15.682;706.72;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:21;307.31;33.942;24.996;15.696;706.75;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:23;301.27;30.385;24.276;15.687;706.69;-25.1539149787;-68.5241089761;4998.03
27/11/2012 14:04:25;297.39;31.321;24.248;15.701;706.72;-25.1539149787;-68.5241089761;4998.03
27/11/2012 14:04:27;295.09;34.897;24.634;15.706;706.72;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:29;297.1;41.808;25.273;15.701;706.69;-25.1539149787;-68.5241089761;4997.55
27/11/2012 14:04:31;298.54;46.327;25.435;15.706;706.69;-25.1539149787;-68.5241089761;4998.03
27/11/2012 14:04:33;292.65;44.449;24.892;15.716;706.78;-25.1539149787;-68.5241089761;4998.03
27/11/2012 14:04:35;289.92;39.391;24.238;15.716;706.69;-25.1539149787;-68.5241089761;4998.51
27/11/2012 14:04:37;290.06;35.628;23.628;15.72;706.69;-25.1539039984;-68.5241170228;4998.51
27/11/2012 14:04:39;287.91;34.519;23.494;15.73;706.78;-25.1538849715;-68.5241239797;4998.03
27/11/2012 14:04:41;286.47;40.449;24.167;15.73;706.72;-25.1538790204;-68.5241239797;4998.03
27/11/2012 14:04:43;288.91;48.846;25.03;15.72;706.69;-25.1538790204;-68.5241239797;4998.03
27/11/2012 14:04:45;291.21;57.936;26.57;15.744;706.69;-25.1538790204;-68.5241239797;4998.03
27/11/2012 14:04:47;298.68;68.506;27.581;15.744;706.72;-25.1538770087;-68.5241239797;4997.07
27/11/2012 14:04:49;298.54;64.545;26.775;15.744;706.72;-25.1538770087;-68.5241239797;4997.07
27/11/2012 14:04:51;296.38;53.551;25.731;15.754;706.78;-25.1538770087;-68.5241239797;4997.07
27/11/2012 14:04:53;295.09;46.846;25.216;15.754;706.75;-25.1538770087;-68.5241239797;4997.07
27/11/2012 14:04:55;293.8;41.404;24.501;15.758;706.72;-25.1538770087;-68.5241239797;4996.59
27/11/2012 14:04:57;293.65;37.654;24.524;15.763;706.72;-25.1538770087;-68.5241239797;4997.07
27/11/2012 14:04:59;295.95;46.135;25.836;15.768;706.67;-25.1538770087;-68.5241239797;4997.07
27/11/2012 14:05:01;298.54;54.385;26.851;15.773;706.72;-25.1538770087;-68.5241239797;4997.07
27/11/2012 14:05:03;305.87;59.5;27.695;15.768;706.67;-25.1538770087;-68.5241239797;4996.59
27/11/2012 14:05:05;308.31;58.942;27.414;15.773;706.69;-25.1538770087;-68.5241239797;4996.59
27/11/2012 14:05:07;307.45;49.308;26.417;15.787;706.78;-25.1538770087;-68.5241239797;4996.59
27/11/2012 14:05:09;301.13;39.551;25.249;15.782;706.72;-25.1538719796;-68.5241239797;4996.59
27/11/2012 14:05:11;295.38;32.609;24.362;15.801;706.83;-25.1538719796;-68.5241239797;4995.63
27/11/2012 14:05:13;292.36;33.115;24.367;15.792;706.72;-25.1538719796;-68.5241239797;4995.63
27/11/2012 14:05:15;291.35;35.615;24.319;15.797;706.72;-25.1538719796;-68.5241239797;4995.63
27/11/2012 14:05:17;288.91;35.295;23.966;15.797;706.75;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:19;288.77;34.641;23.814;15.806;706.72;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:21;287.33;33.083;23.38;15.801;706.67;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:23;286.76;34.064;23.509;15.811;706.72;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:25;286.33;40.955;24.415;15.811;706.67;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:27;291.35;52.282;26.107;15.816;706.72;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:29;295.09;61.365;27.123;15.825;706.75;-25.1538680401;-68.5241239797;4996.11
27/11/2012 14:05:31;298.68;62.622;27.4;15.835;706.75;-25.1538680401;-68.5241239797;4996.11
27/11/2012 14:05:33;298.54;59.596;27.71;15.83;706.69;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:35;307.31;72.045;29.913;15.839;706.75;-25.1538680401;-68.5241239797;4995.63
27/11/2012 14:05:37;317.8;89.955;31.834;15.839;706.69;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:39;333.17;102.81;33.184;15.839;706.67;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:41;339.21;103.81;33.866;15.854;706.72;-25.1538680401;-68.5241239797;4997.07
27/11/2012 14:05:43;353.29;113.35;35.749;15.859;706.72;-25.1538680401;-68.5241239797;4997.07
27/11/2012 14:05:45;368.95;124.44;37.075;15.868;706.75;-25.1538680401;-68.5241239797;4996.59
27/11/2012 14:05:47;379.59;128.33;37.914;15.868;706.75;-25.1538680401;-68.5241239797;4996.11
27/11/2012 14:05:49;386.63;120.51;37.075;15.873;706.72;-25.1538680401;-68.5241239797;4996.11
27/11/2012 14:05:51;385.33;101.1;35.387;15.873;706.67;-25.1538680401;-68.5241239797;4997.07
27/11/2012 14:05:53;382.03;82.929;33.623;15.882;706.75;-25.1538680401;-68.5241239797;4997.07
27/11/2012 14:05:55;376.14;68.122;32.082;15.882;706.75;-25.1538680401;-68.5241239797;4997.07
27/11/2012 14:05:57;367.51;59.013;31.029;15.887;706.69;-25.1538660284;-68.5241239797;4997.07
27/11/2012 14:05:59;362.77;57.795;31.076;15.887;706.69;-25.1538660284;-68.5241239797;4997.07
27/11/2012 14:06:01;359.47;65.904;31.925;15.901;706.75;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:03;360.76;71.327;31.572;15.901;706.78;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:05;356.16;62.641;30.08;15.911;706.81;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:07;347.25;49.526;28.311;15.897;706.69;-25.1538660284;-68.5241239797;4997.07
27/11/2012 14:06:09;337.91;42.077;27.338;15.911;706.75;-25.1538660284;-68.5241239797;4997.07
27/11/2012 14:06:11;334.61;45.885;28.353;15.916;706.72;-25.1538660284;-68.5241239797;4997.07
27/11/2012 14:06:13;337.05;66.301;29.96;15.93;706.78;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:15;338.92;77.019;31.153;15.916;706.72;-25.1538660284;-68.5241239797;4996.11
27/11/2012 14:06:17;348.83;96.929;33.437;15.93;706.81;-25.1538660284;-68.5241239797;4996.11
27/11/2012 14:06:19;357.31;102.97;34.219;15.94;706.81;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:21;362.05;107.81;35.764;15.94;706.75;-25.1538660284;-68.5241239797;4996.11
27/11/2012 14:06:23;370.1;115.58;36.536;15.935;706.69;-25.1538660284;-68.5241239797;4996.11
27/11/2012 14:06:25;371.54;106.51;34.953;15.949;706.78;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:27;369.96;81.827;32.755;15.949;706.72;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:29;364.21;64.103;31.482;15.949;706.69;-25.1538660284;-68.5241239797;4996.59
27/11/2012 14:06:31;357.46;58.667;31.429;15.959;706.81;-25.1538660284;-68.5241239797;4996.11
27/11/2012 14:06:33;357.17;63.994;32.431;15.963;706.78;-25.1538660284;-68.5241239797;4997.07
27/11/2012 14:06:35;357.02;71.615;32.135;15.963;706.72;-25.1538660284;-68.5241239797;4996.59
